PriceMovementConfigCode,PriceMovementModelVersion,Timeframe,PriceMovementConfigId,ZigZagConfigId,ZigZagConfigCode,Ticker,AsOfConfirmedAtDate,ProfileLookbackSwings,ConfirmedSwingCount,LastSwingSeq,LastSwingDirection,LastSwingPct,MedianUpSwingPct,MedianDownSwingAbsPct,MedianAbsSwingPct,MedianTradingBars,MedianAbsVelocityPctPerBar,MedianATRNormalizedMove,MedianPathEfficiency,MedianDirectionalPersistenceRate,DirectionalBias,MovementCharacter
PM_ZZ_D_V2,V2.0,D,1,1,ZZ_D_5_MVP,MWG,2026-09-17,20,20,278,DOWN,-0.09617918313570506,0.12767589005701185,0.09857262644061404,0.11420421510256817,8.0,0.015733630956432567,4.0236928476562674,0.45809816569240036,0.6594202898550725,0.029368732320127895,MIXED
